"chuong_so","tieu_de_chuong","ten_bai_thuoc","chua_tri","lieu_luong_cach_dung","cong_hieu","chu_y","ghi_chu","doi_tuong_phu_hop","luu_y","cong_dung_khac"
77,"CHỮA BỆNH LÒI DOM","QUẢ CẬT LỢN NẤU VỚI SA NHÂN","Bệnh lòi dom.","Mỗi lần dùng 3gr sa nhân, 1 quả cật lợn, thái nhỏ, trộn với sa nhân (tán thành bột). Cho vào ít dầu lạc, một ít muối, nấu chín kỹ.","Tăng cường khí huyết, ổn thận, tỳ.","","","","",""
77,"CHỮA BỆNH LÒI DOM","KIM ANH TỬ (HẠT LỰU) HẤP ĐƯỜNG PHÈN","Bệnh lòi dom.","Mỗi lần dùng 15gr hạt lựu, 60 - 90gr đường phèn. Hấp cách thủy trong 1 tiếng. Bỏ bã, uống nước.","Bổ trung, ích khí, khỏi lòi dom.","","","","",""
78,"CHỮA CHỨNG GIẢM ĐƯỜNG TRONG MÁU","THƯỜNG XUYÊN ĂN MÍA VÀ CÁC LOẠI ĐƯỜNG","Bệnh giảm đường trong máu.","Mía bỏ vỏ, ép lấy nước uống hoặc thường xuyên ăn các loại đường.","","","","","",""
79,"CHỮA BỆNH PHÙ CHÂN","CANH THỊT LỢN NẠC NẤU VỚI TÁO ĐỎ","Bệnh phù chân.","Mỗi lần dùng 15gr táo đỏ khô, 100gr thịt lợn nạc. Nấu chín kỹ, cho dầu ăn, muối, gia vị vào, ăn với cơm.","Thông khí huyết, tiêu phù, giảm xơ cứng.","","","","",""
79,"CHỮA BỆNH PHÙ CHÂN","RONG BIỂN NẤU VỚI GIẤM","Bệnh phù chân.","Mỗi lần dùng 120gr rong biển tươi (hoặc dùng 60gr khô), trộn với giấm, nấu chín ăn.","Thông khí huyết, tiêu phù, lợi tiểu, giảm xơ cứng.","Những người loét dạ dày, tá tràng, dạ dày dư a-xít không được dùng bài thuốc này.","","","",""
79,"CHỮA BỆNH PHÙ CHÂN","MI ĐẬU NẤU CƠM","Bệnh phù chân.","Mỗi ngày dùng 50 - 100gr mi đậu, 100 - 150gr gạo tẻ. Cho nước vừa đủ, nấu thành cơm. Cơm chín, cho vào ít dầu ăn, muối. Ăn nóng.","Thông khí huyết, tiêu phù, bổ tỳ, giảm xơ cứng.","","","","",""
79,"CHỮA BỆNH PHÙ CHÂN","CANH HẠT CỦ CẢI, HÀNH","Bệnh phù chân.","Hạt củ cải 50gr, hành củ 50gr. Cho vào 2 bát nước, nấu còn 1 bát. Ăn hết 1 lần.","Bổ tỳ, trừ thấp, tiêu phù, thông khí huyết.","","","","",""
79,"CHỮA BỆNH PHÙ CHÂN","LẠC NHÂN, PHẠN ĐẬU, TRẦN BÌ, TÁO TÀU","Bệnh phù chân lâu ngày, tê liệt phù thũng, đi lại khó khăn.","Lạc nhân 150gr, phạn đậu 100gr, trần bì 5gr, táo 10 quả. Sắc kỹ lấy nước uống.","Bổ tỳ, tiêu phù nề.","","","","",""
79,"CHỮA BỆNH PHÙ CHÂN","LẠC NHÂN, ĐẬU ĐỎ, TÁO TÀU, TỎI","Bệnh phù chân nặng, đi lại khó khăn.","Lạc nhân 90gr, đậu đỏ 60gr, tỏi 30gr, táo 60gr đổ nước vào, nấu chín, ngày ăn 2 lần.","Bổ tỳ, tiêu phù.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","XÔI NẾP, DỪA, THỊT GÀ","Tỳ hư, mệt mỏi, tứ chi bất lực, ăn không tiêu, trung khí hư nhược.","Cùi dừa thái nhỏ, gạo nếp, thịt gà vừa đủ. Cho vào chõ đồ xôi. Ăn nóng.","Kiện tỳ, bổ khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","HẤP BỒ CÂU VỚI HOÀNG KỲ, KỶ TỬ","Sau khi ốm dậy, trung khí hư nhược, thiếu bồi dưỡng, cơ thể mệt mỏi.","Mỗi lần dùng 30gr Bắc hoàng kỳ, 30gr kỷ tử, 1 con chim bồ câu non. Chim làm sạch lông, bỏ mật. Hấp cách thủy, ăn thịt, uống nước. Cứ 3 ngày ăn 1 lần, điều trị 3 - 5 lần sẽ có hiệu quả.","Bổ tỳ, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CAO NƯỚC QUẢ DÂU, MẬT ONG","Sau khi ốm dậy, khí huyết hư, cơ thể mệt mỏi.","Quả dâu chín, tươi, rửa sạch, ép lấy nước. Đun nhỏ lửa, cho mật ong vừa đủ, quấy đều, cô đặc thành cao. Hàng ngày mỗi buổi sáng, chiều uống 2 thìa. Uống với nước sôi.","Bổ dưỡng gan thận, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","THỊT DÊ NẤU VỚI ĐẬU PHỤ","Khí huyết đều hư, cơ thể mệt mỏi.","Đậu phụ và thịt dê vừa đủ. Nấu chín kỹ, cho vào ít gừng, tỏi, gia vị.","Bổ hư, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","NẤU ĐU ĐỦ VỚI GỪNG, GIẤM","Sau khi ốm dậy, cơ thể suy nhược, tay chân mỏi mệt.","Mỗi lần dùng khoảng 500gr đu đủ, 30g gừng tươi, 500g giấm. Nấu chín, chia ra vài lần ăn hết trong ngày, để cơ thể dễ hấp thụ.","Bổ hư, bổ máu.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","THỊT MÈO HẤP VỚI LONG NHÃN, ĐẲNG SÂM","Sau khi ốm dậy, cơ thể suy nhược.","Mỗi lần dùng 15gr long nhãn, 30gr đẳng sâm, khoảng 150 - 250gr thịt mèo. Hấp cách thủy. Ăn thịt, uống nước.","Bổ hư, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÈ ĐẢNG SÂM, GẠO TẺ","Trung khí hư nhược, suy nhược toàn thân, tiêu hóa kém.","Mỗi lần dùng 15 - 30gr đẳng sâm, 30gr gạo tẻ sao vàng. Cho vào 4 bát nước, sắc lấy 1 bát nước. Uống nước thay chè. Cách ngày điều trị 1 lần. Điều trị liên tục 2 - 4 lần sẽ có hiệu quả.","","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","UỐNG VỪNG TRỘN VỚI ĐƯỜNG TRẮNG","Cơ thể suy nhược.","Vừng rang chín, cho vào lọ để dùng dần. Mỗi lần lấy 2 thìa vừng rang, quấy đều với đường trắng (lượng vừa đủ). Uống với nước sôi. Cũng có thể rang vừng, giã nát, đựng trong lọ ăn dần.","Bổ hư, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO THỊT BÒ, TIỂU MẠCH","Cơ thể suy nhược, khí huyết đều hư.","Thịt bò 250gr, nhân hạt tiểu mạch vừa đủ. Hàng ngày nấu cháo ăn.","Bổ hư, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","THỊT GÀ NẤU VỚI ĐÔNG TRÙNG HẠ THẢO","Cơ thể suy nhược.","Thịt gà 250gr, đông trùng hạ thảo 10gr. Nấu chín kỹ, ăn nóng.","Bổ hư, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","TRỨNG CHIM CÚT LUỘC","Cơ thể suy nhược.","Hàng ngày, sáng sớm ăn 2 quả trứng chim cút luộc. Ăn vào lúc đói.","Bổ huyết, bồi dưỡng cơ thể.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","TRỨNG GÀ NẤU VỚI ĐƯỜNG, HẠT SEN, RƯỢU","Ốm kéo dài, tuổi cao cơ thể suy nhược.","Hạt sen, đường đỏ, rượu mỗi thứ 30gr. Cho nước vừa đủ, ninh nhừ. Đập vào 1 quả trứng gà, quấy đều. Mỗi tối ăn 1 lần. Ăn liên tục trong 1 tháng.","Bổ hư, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","LẠC NHÂN NẤU VỚI LONG NHÃN, TÁO TÀU","Cơ thể suy nhược.","Dùng 25gr lạc nhân đỏ, 25gr táo, 10gr long nhãn, đổ vào nồi nấu chín, ăn vào lúc sáng, chiều.","Bổ tỳ, vị, tăng cường khí huyết, sinh huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO GẠO NẾP, HẠT SEN","Cơ thể suy nhược.","Dùng gạo nếp, hạt sen (lượng vừa đủ) nấu thành cháo. Hàng ngày ăn vào 2 buổi sáng chiều.","Bổ hư, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO DẠ DÀY BÒ","Trẻ em cơ thể suy nhược, khí huyết kém, biếng ăn.","Mỗi ngày dùng 150 - 200gr dạ dày bò, lấy muối sát kỹ, rửa sạch, thái nhỏ. Cho vào 40 - 50gr gạo tẻ, nấu thành cháo.","Bổ tỳ vị, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","VỊT NẤU VỚI SA SÂM, NGỌC TRÚC","Sau khi ốm dậy, cơ thể suy nhược.","Mỗi lần dùng sa sâm, ngọc trúc, mỗi thứ 30 - 50gr, 1 con vịt (làm sạch lông, bỏ ruột). Đun nhỏ lửa, hầm trong 1 tiếng, cho vào một ít gia vị. Ăn thịt, uống nước.","Bổ hư, tăng cường khí huyết, tăng cường sức khỏe.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CUỐNG NHAU THAI NHI HẤP VỚI ĐÔNG TRÙNG HẠ THẢO","Cơ thể suy nhược.","Mỗi lần dùng 10 - 15gr đông trùng hạ thảo, nửa hoặc cả chiếc nhau thai nhi tươi, mới. Hấp cách thủy. Ăn cái, uống nước.","Bổ hư, dưỡng huyết, tăng cường sức khỏe.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CAO MẬT ONG QUẢ DÂU","Cơ thể suy nhược.","Chọn quả dâu chín, tươi, rửa sạch, ép lấy nước. Đun nhỏ lửa, cho mật ong vừa đủ, quấy đều, cô đặc thành cao. Hàng ngày mỗi buổi sáng, chiều uống 2 thìa. Uống với nước sôi.","Bổ thận, gan, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CƠM THỔI VỚI NƯỚC GỪNG, LƯƠN","Cơ thể suy nhược, gầy còm.","Mỗi lần dùng khoảng 150gr lươn, 10 - 20ml nước gừng. Trước tiên, mang con lươn còn sống rửa sạch. Khi nồi cơm sôi, cắt bỏ đuôi lươn, cho lươn vào nồi cơm đang sôi, đậy vung kín. Khi cơm chín nhừ, cho nước gừng, dầu ăn, một ít muối vào cơm, đảo đều. Ăn nóng.","Bổ máu, kiện vị.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÈ ĐẢNG SÂM, TÁO TÀU","Cơ thể suy nhược.","Mỗi lần dùng 15 - 30gr đẳng sâm, 5 - 10 quả táo. Sắc lấy nước uống, uống thay nước chè. Điều trị liên tục 4- 6 ngày. Có thể cho thêm 2 - 3gr trần bì có tác dụng điều hòa vị khí.","Bổ tỳ, vị, tăng cường khí huyết, sinh huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO GẠO NẾP, CÁ DIẾC","Cơ thể suy nhược.","Mỗi lần dùng 1 - 2 con cá diếc, 30 - 45gr gạo nếp. Nấu thành cháo, ăn nóng.","Ôn trung, bổ hư.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","VỊT HẤP ĐÔNG TRÙNG HẠ THẢO","Cơ thể suy nhược.","Mỗi lần dùng 1 con vịt đực, làm sạch lông, bỏ ruột. Cho đông trùng hạ thảo vào bụng vịt. Hấp cách thủy.","Bổ hư, tăng cường cơ thể.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","THỊT LỢN NẠC HẤP VỚI HOÀNG TINH","Cơ thể suy nhược.","Mỗi lần dùng 30 - 60gr hoàng tinh, 120 - 150gr thịt lợn nạc. Hấp cách thủy.","Bổ trung ích khí.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","ĐẬU ĐEN HẦM VỚI GAN CHUỘT","Cơ thể suy nhược.","Mỗi lần dùng 1 bộ gan chuột, 30 - 60gr đậu đen, 3gr trần bì. Ninh nhừ, ăn nóng.","Bổ âm, dưỡng máu, tăng cường khí huyết, trừ hư.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO GÀ","Cơ thể suy nhược.","Gà mái 1 con, làm sạch lông, bỏ ruột, chặt miếng, hầm lấy nước. Cho gạo tẻ vào nước hầm gà, nấu thành cháo.","Bổ tỳ, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO CA LA THẦU","","Mỗi lần uống ca la thầu nhạt và gạo tẻ với số lượng thích hợp, nấu thành cháo, thêm vào cháo 1 ít dầu lạc, ăn nóng.","Sau khi ốm dậy, cơ thể suy nhược. Giải phiền, khai vị.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CƠM ĐẬU XANH","Sau khi ốm dậy, cơ thể suy nhược.","Mỗi lần dùng 50 - 100gr đậu xanh, 100 - 150gr gạo, cho muối vừa đủ nấu thành cơm, cho dầu ăn, muốn ăn trộn đều ăn nóng.","Bổ dưỡng cơ thể, tăng cường khí huyết, bổ tỳ.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO BÁNH SỮA","Sau khi ốm dậy, cơ thể suy nhược.","Mỗi lần dùng 30 - 50gr bánh sữa, gạo tẻ vừa đủ, nấu cháo, cho ít muối ăn, ăn nóng.","Bổ tỳ, khai vị. Hiệu quả rất tốt đối với trẻ em sau khi sốt, biếng ăn, thần sắc mệt mỏi.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","ĐẬU ĐEN, TÁO TÀU","Suy nhược cơ thể.","Đỗ đen sao kỹ 100gr, táo 100gr, ninh nhừ cho ít muối ăn, ăn thường xuyên.","Có công hiệu tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","HOÀI SƠN, KỶ TỬ, GÀ TRỐNG ĐEN","Suy nhược cơ thể.","Gà trống đen 1 con, hoài sơn 50gr, kỷ tử 150gr, làm sạch gà, bỏ mật, tất cả cho vào ninh nhừ, ăn nóng.","Bổ dưỡng cơ thể, tăng cường khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","SINH ĐỊA, MẠCH NHA, GÀ MÁI ĐEN","Suy nhược cơ thể.","Gà mái đen 1 con, sinh địa 250gr, mạch nha 100gr, làm sạch gà, bỏ mật. Bỏ sinh địa, mạch nha vào bụng gà, khâu kín đổ nước, nấu chín ăn, không cho muối, một tháng ăn một lần.","Bổ dưỡng cơ thể, tăng thêm khí huyết.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","CHÁO BÁT BẢO","Cơ thể suy nhược, mệt mỏi.","Khiếm thực, ý dĩ, đậu bạch biến, hạt sen, củ từ, táo tàu, bách hợp, mỗi loại 6gr, sau đó cho vào 150gr gạo tẻ, tiếp tục ninh thành cháo, cho vào ít đường, ăn hết trong ngày. Ăn liên tục nhiều ngày.","Bổ dưỡng cơ thể. Bài thuốc này còn có thể trị các chứng phù nề, ỉa lỏng, mất ngủ, khát nước, ho ít đờm.","","","","",""
80,"CHỮA CƠ THỂ SUY NHƯỢC","KIẾM HOA, PHỔI LỢN","Hôi mồm.","Mỗi lần dùng 25 - 30gr kiếm hoa khô, hoặc 200 - 300gr kiếm hoa tươi, phổi lợn 250 - 300gr. Ninh nhừ từ 1 - 2 tiếng để ăn.","Khử hôi mồm.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","BÁNH RAU ĐẬU","Tiêu hóa không tốt (khó tiêu, không muốn ăn, thường hay ỉa chảy, da vàng, khô, hay buồn nôn, tinh thần mệt mỏi, nhạt miệng, mạch yếu).","Rau đậu 500gr, ngâm nước nóng, sau đó luộc chín vớt ra, để nguội. Lấy vải sạch gói rau đậu đã luộc chín, nhào nát thành bột, táo tàu 250gr luộc nhừ, quấy nát, loại bỏ hạt, cho vào 150gr đường đỏ, một ít hoa quế, quấy đều, để nguội. Tráng bột rau đậu thành bánh, phết bột táo đã được ninh nhừ lên mặt tấm bánh, cuộn lại, xếp bánh vào nồi, hấp nóng ăn.","Bổ dưỡng cơ thể tăng khí huyết.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","MẠCH NHA, MỀ VỊT","Ăn uống khó tiêu.","Bổ mề vịt, rửa sạch phân, nhưng không bóc bỏ màng mề. Cho mề vịt với mạch nha hầm kỹ, ăn nóng. Mỗi lần dùng: mạch nha lúa 15 - 20gr, mạch nha tiểu mạch 15-30gr, mề vịt 1, 2 chiếc.","Kích thích tiêu hóa.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","TUYẾT LÊ NGÂM GIẤM","Tiêu hóa không tốt, không muốn ăn.","Tuyết lê ngâm trong giấm, 1 tuần lấy ra ăn.","Kích thích tiêu hóa.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","BÍ ĐAO, GỪNG TƯƠI NẤU GIẤM","Tiêu hóa không tốt.","Mỗi lần dùng khoảng 500gr bí đao, 30gr gừng tươi, 500gr giấm. Nấu chín kỹ, chia ra ăn hết trong ngày.","Kích thích tiêu hóa.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","CHÁO GẠO TẺ, CÀ RỐT","Tiêu hóa không tốt.","Cà rốt, gạo tẻ (số lượng vừa đủ), nấu cháo ăn thường xuyên.","","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","DẠ DÀY BÒ, HOÀNG KỲ","Tiêu hóa không tốt, đầy bụng, chướng bụng.","Dạ dày bò 1 chiếc, hoàng kỳ 30gr. Ninh nhừ, ăn cái, uống nước.","Kích thích tiêu hóa, khỏi chướng bụng.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","CHÁO NẾP, HẠT SEN, SƠN DƯỢC (CỦ TỪ)","Tiêu hóa không tốt, ỉa chảy.","Gạo nếp, hạt sen, củ từ lượng vừa đủ. Nấu cháo, ăn nóng.","Kích thích tiêu hóa, hết ỉa chảy.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","NƯỚC LÁ THẠCH LỰU HÒA MẬT ONG","Tiêu hóa không tốt.","Lấy 100gr lá thạch lựu non, sắc trong 1 tiếng, bỏ bã, trộn đều với 50gr mật ong. Hoặc giã nát vắt lấy nước thạch lựu, hòa mật ong uống cũng tốt.","Khỏi ỉa chảy.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","BẮC HOÀNG KỲ, CÁ LÓ HẤP CÁCH THỦY","Trẻ em tiêu hóa không tốt.","Mỗi lần 1 con cá lóc 250gr - 500gr đánh sạch vẩy, bỏ mang, ruột gan. Bắc hoàng kỳ 15 - 30gr. Hấp cách thủy. Mỗi ngày hoặc cách ngày ăn một lần. Ăn 3 - 5 lần sẽ có hiệu quả rõ.","Kích thích tiêu hóa, trị chướng bụng.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","QUẢ TRÁM, CỦ CẢI","Tiêu hóa không tốt.","Mỗi lần dùng 250 gr quả trám, 500 - 1000 gr củ cải. Sắc lấy nước uống thay nước chè.","Bổ dạ dày, dễ tiêu hóa.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","SƠN TRA, NƯỚC ĐƯỜNG","Ăn uống khó tiêu, nhất là ăn thịt không tiêu.","Sơn tra thái lát, sấy khô. Mỗi lần dùng 15-30 gr, cho nước, sắc kỹ, bỏ bã, cho lượng đường vừa đủ, quấy đều, uống thay nước chè. Có thể hãm sơn tra trong ấm, quấy đường uống thay nước chè.","","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","QUẢ HOÀNG BÌ MUỐI","Ăn vào đầy trướng bụng, khó tiêu.","Lấy quả hoàng bì tươi, rửa sạch, phơi khô, cho muối vào ướp. Mỗi lần dùng 15 - 30 quả hoàng bì đã muối, đổ vào 1 bát rưỡi nước, sắc lấy 1 bát, bỏ bà, uống nước. Có thể cho ít đường trắng khi uống. Có thể ăn quả hoàng bì tươi cũng được.","Kích thích tiêu hóa.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","HỎA THAN MẪU, TIẾT LỢN","Ăn uống khó tiêu.","Mỗi lần dùng 600 gr hỏa than mẫu tươi, (trẻ em thì dùng 1 nửa), tiết lợn 150 - 200 gr. Nấu chín, cho ít muối ăn, uống nước canh, ăn tiết lợn.","Khỏi trướng bụng, lợi đại tràng, kích thích tiêu hóa.","Nhưng người mắc chứng viêm ruột, ỉa chảy thì chỉ uống nước canh, không ăn tiết lợn.","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","RAU ĐỒNG KHAO, LÒNG TRẮNG TRỨNG GÀ","Ăn uống khó tiêu.","Mỗi lần dùng 250 gr rau đồng khao tươi. Nấu chín kỹ, khi rau chín cho vào 3 quả lòng trắng trứng gà, đun tiếp ít phút, cho vào dầu ăn, muối, gia vị. Ăn vào 2 bữa cơm.","Kích thích tiêu hóa.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","LÁ RAU CẢI CỦ","Ăn uống khó tiêu.","Mỗi lần dùng 300 gr lá rau cải củ tươi, rửa sạch, thái khúc, xào với dầu ăn, muối, gia vị.","Khỏi đầy bụng, dễ tiêu.","","","","",""
81,"CHỮA TRỊ: TIÊU HÓA KHÔNG TỐT","CHÈ PHỔ NHĨ (Ở VÂN NAM TQ)","Ăn uống khó tiêu.","Mỗi lần dùng 6 - 8 gr chè phổ nhĩ, hãm với nước sôi uống, hoặc sắc lên uống.","Khỏi đầy, trướng bụng, dễ tiêu hóa.","","","","",""
